all_edges_selected,same_label_cardinality,edge_selected_json,edge_types_json,edge_perms_json,min_edge_transport,min_edge_source,min_edge_accuracy,min_edge_residual,label_cardinality,AB_selected,AB_type,AB_transport,AB_source,AB_accuracy,AB_s1_residual,AB_s2_residual,BD_selected,BD_type,BD_transport,BD_source,BD_accuracy,BD_s1_residual,BD_s2_residual,AC_selected,AC_type,AC_transport,AC_source,AC_accuracy,AC_s1_residual,AC_s2_residual,CD_selected,CD_type,CD_transport,CD_source,CD_accuracy,CD_s1_residual,CD_s2_residual,path_holonomy_valid,top_json,bottom_json,delta_json,delta_type,delta_order,nontrivial_path_holonomy,gauge_trials,gauge_covariance_success,conjugacy_class_success,generated_group_name,generated_group_order,generated_group_abelian,generated_group_cyclic,generated_group_transitive,group_elements_json,q,kB,kM,kA,w,edge_ensemble,mutation_rate,instance,seed
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_4"", ""AC"": ""identity"", ""CD"": ""cycle_4""}","{""AB"": [2, 1, 3, 0], ""BD"": [2, 3, 1, 0], ""AC"": [0, 1, 2, 3], ""CD"": [1, 3, 0, 2]}",0.9999999999999999,1.0,1.0,1.0,4,True,cycle_3_1,1.0000000000000002,1.0,1.0,1.0,1.0,True,cycle_4,0.9999999999999999,1.0,1.0,1.0,1.0,True,identity,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,"[1, 3, 0, 2]","[1, 3, 0, 2]","[0, 1, 2, 3]",identity,1,False,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,20,81557
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_4"", ""BD"": ""cycle_3_1"", ""AC"": ""cycle_2_1_1"", ""CD"": ""cycle_2_1_1""}","{""AB"": [2, 3, 1, 0], ""BD"": [2, 0, 1, 3], ""AC"": [1, 0, 2, 3], ""CD"": [0, 1, 3, 2]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,cycle_4,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0000000000000002,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,"[1, 3, 0, 2]","[1, 0, 3, 2]","[0, 2, 1, 3]",cycle_2_1_1,2,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,21,81558
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_3_1"", ""AC"": ""cycle_4"", ""CD"": ""cycle_2_1_1""}","{""AB"": [3, 1, 0, 2], ""BD"": [3, 0, 2, 1], ""AC"": [3, 2, 0, 1], ""CD"": [2, 1, 0, 3]}",1.0,0.9999999999999999,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0000000000000002,1.0,1.0,1.0,True,"[1, 0, 3, 2]","[3, 0, 2, 1]","[2, 1, 3, 0]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,22,81559
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_4"", ""AC"": ""cycle_2_1_1"", ""CD"": ""cycle_3_1""}","{""AB"": [1, 3, 2, 0], ""BD"": [2, 0, 3, 1], ""AC"": [1, 0, 2, 3], ""CD"": [1, 2, 0, 3]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0000000000000002,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,"[0, 1, 3, 2]","[2, 1, 0, 3]","[3, 1, 0, 2]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,23,81560
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_3_1"", ""AC"": ""cycle_3_1"", ""CD"": ""identity""}","{""AB"": [1, 2, 0, 3], ""BD"": [0, 3, 1, 2], ""AC"": [3, 0, 2, 1], ""CD"": [0, 1, 2, 3]}",1.0,1.0,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,identity,1.0,1.0,1.0,1.0,1.0,True,"[3, 1, 0, 2]","[3, 0, 2, 1]","[0, 2, 3, 1]",cycle_3_1,3,True,10.0,1.0,1.0,A4,12,False,False,True,"[[1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,24,81561
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_2_2"", ""AC"": ""cycle_4"", ""CD"": ""cycle_4""}","{""AB"": [1, 2, 0, 3], ""BD"": [2, 3, 0, 1], ""AC"": [1, 3, 0, 2], ""CD"": [1, 2, 3, 0]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,cycle_4,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,"[3, 0, 2, 1]","[2, 0, 1, 3]","[2, 1, 3, 0]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,25,81562
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""cycle_2_1_1"", ""AC"": ""cycle_3_1"", ""CD"": ""cycle_3_1""}","{""AB"": [0, 1, 2, 3], ""BD"": [1, 0, 2, 3], ""AC"": [1, 2, 0, 3], ""CD"": [2, 1, 3, 0]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,identity,1.0,1.0000000000000002,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,"[1, 0, 2, 3]","[1, 3, 2, 0]","[0, 3, 2, 1]",cycle_2_1_1,2,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,26,81563
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_2_1_1"", ""BD"": ""cycle_2_2"", ""AC"": ""cycle_4"", ""CD"": ""cycle_3_1""}","{""AB"": [1, 0, 2, 3], ""BD"": [3, 2, 1, 0], ""AC"": [3, 0, 1, 2], ""CD"": [0, 3, 1, 2]}",1.0,1.0,1.0,1.0,4,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,"[2, 3, 1, 0]","[2, 0, 3, 1]","[0, 3, 1, 2]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,27,81564
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_4"", ""BD"": ""cycle_3_1"", ""AC"": ""cycle_2_1_1"", ""CD"": ""cycle_2_2""}","{""AB"": [1, 3, 0, 2], ""BD"": [1, 2, 0, 3], ""AC"": [0, 2, 1, 3], ""CD"": [2, 3, 0, 1]}",1.0,0.9999999999999999,1.0,1.0,4,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,1.0,0.9999999999999999,1.0,1.0,1.0,True,"[2, 3, 1, 0]","[2, 0, 3, 1]","[0, 3, 1, 2]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,28,81565
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_4"", ""AC"": ""cycle_2_1_1"", ""CD"": ""cycle_2_2""}","{""AB"": [2, 0, 1, 3], ""BD"": [2, 3, 1, 0], ""AC"": [0, 2, 1, 3], ""CD"": [2, 3, 0, 1]}",1.0,1.0,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,1.0,1.0,1.0,1.0,1.0,True,"[1, 2, 3, 0]","[2, 0, 3, 1]","[1, 3, 2, 0]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,29,81566
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_2_1_1"", ""BD"": ""cycle_2_1_1"", ""AC"": ""cycle_2_2"", ""CD"": ""cycle_3_1""}","{""AB"": [0, 2, 1, 3], ""BD"": [1, 0, 2, 3], ""AC"": [2, 3, 0, 1], ""CD"": [2, 1, 3, 0]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,"[1, 2, 0, 3]","[3, 0, 2, 1]","[3, 2, 1, 0]",cycle_2_2,2,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,30,81567
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_2_1_1"", ""AC"": ""cycle_4"", ""CD"": ""cycle_3_1""}","{""AB"": [0, 2, 3, 1], ""BD"": [0, 3, 2, 1], ""AC"": [3, 0, 1, 2], ""CD"": [3, 1, 0, 2]}",1.0,1.0,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0000000000000002,1.0,1.0,1.0,1.0,True,"[0, 2, 1, 3]","[2, 3, 1, 0]","[1, 3, 2, 0]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,31,81568
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_4"", ""AC"": ""cycle_4"", ""CD"": ""cycle_3_1""}","{""AB"": [1, 3, 2, 0], ""BD"": [3, 2, 0, 1], ""AC"": [3, 2, 0, 1], ""CD"": [0, 3, 1, 2]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,cycle_4,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,"[2, 1, 0, 3]","[2, 1, 0, 3]","[0, 1, 2, 3]",identity,1,False,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,32,81569
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_4"", ""BD"": ""cycle_2_1_1"", ""AC"": ""cycle_3_1"", ""CD"": ""cycle_2_1_1""}","{""AB"": [3, 0, 1, 2], ""BD"": [0, 1, 3, 2], ""AC"": [3, 1, 0, 2], ""CD"": [0, 1, 3, 2]}",1.0,0.9999999999999999,1.0,1.0,4,True,cycle_4,1.0000000000000002,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,0.9999999999999999,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,"[2, 0, 1, 3]","[2, 1, 0, 3]","[0, 2, 1, 3]",cycle_2_1_1,2,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,33,81570
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_2_1_1"", ""BD"": ""cycle_2_2"", ""AC"": ""cycle_2_1_1"", ""CD"": ""cycle_3_1""}","{""AB"": [2, 1, 0, 3], ""BD"": [1, 0, 3, 2], ""AC"": [1, 0, 2, 3], ""CD"": [3, 1, 0, 2]}",1.0,0.9999999999999999,1.0,1.0,4,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,0.9999999999999999,1.0,1.0,1.0,True,cycle_3_1,1.0000000000000002,1.0,1.0,1.0,1.0,True,"[3, 0, 1, 2]","[1, 3, 0, 2]","[2, 0, 1, 3]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,34,81571
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_3_1"", ""BD"": ""cycle_2_1_1"", ""AC"": ""cycle_2_1_1"", ""CD"": ""cycle_2_1_1""}","{""AB"": [2, 1, 3, 0], ""BD"": [2, 1, 0, 3], ""AC"": [0, 2, 1, 3], ""CD"": [2, 1, 0, 3]}",1.0,0.9999999999999999,1.0,1.0,4,True,cycle_3_1,1.0,0.9999999999999999,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0000000000000002,1.0,1.0,1.0,1.0,True,cycle_2_1_1,1.0,1.0000000000000002,1.0,1.0,1.0,True,"[0, 1, 3, 2]","[2, 0, 1, 3]","[3, 0, 1, 2]",cycle_4,4,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,35,81572
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_2_2"", ""BD"": ""cycle_3_1"", ""AC"": ""cycle_4"", ""CD"": ""cycle_4""}","{""AB"": [3, 2, 1, 0], ""BD"": [0, 3, 1, 2], ""AC"": [2, 0, 3, 1], ""CD"": [3, 2, 0, 1]}",0.9999999999999999,0.9999999999999999,1.0,1.0,4,True,cycle_2_2,0.9999999999999999,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,cycle_4,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,"[2, 1, 3, 0]","[0, 3, 1, 2]","[3, 2, 1, 0]",cycle_2_2,2,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,36,81573
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_2_1_1"", ""BD"": ""cycle_4"", ""AC"": ""cycle_3_1"", ""CD"": ""cycle_3_1""}","{""AB"": [3, 1, 2, 0], ""BD"": [1, 2, 3, 0], ""AC"": [1, 2, 0, 3], ""CD"": [2, 0, 1, 3]}",1.0,1.0,1.0,1.0,4,True,cycle_2_1_1,1.0,1.0,1.0,1.0,1.0,True,cycle_4,1.0,1.0,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0000000000000002,1.0,1.0,1.0,True,cycle_3_1,1.0,1.0,1.0,1.0,1.0,True,"[0, 2, 3, 1]","[0, 1, 2, 3]","[0, 3, 1, 2]",cycle_3_1,3,True,10.0,1.0,1.0,S4,24,False,False,True,"[[0, 1, 3, 2], [0, 2, 1, 3], [0, 3, 2, 1], [1, 0, 2, 3], [2, 1, 0, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [0, 2, 3, 1], [0, 3, 1, 2], [1, 2, 0, 3], [1, 3, 2, 0], [2, 0, 1, 3], [2, 1, 3, 0], [3, 0, 2, 1], [3, 1, 0, 2], [1, 2, 3, 0], [1, 3, 0, 2], [2, 0, 3, 1], [2, 3, 1, 0], [3, 0, 1, 2], [3, 2, 0, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,37,81574
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""cycle_4"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""cycle_2_2""}","{""AB"": [1, 3, 0, 2], ""BD"": [0, 1, 2, 3], ""AC"": [0, 1, 2, 3], ""CD"": [1, 0, 3, 2]}",1.0,0.9999999999999999,1.0,1.0,4,True,cycle_4,1.0000000000000002,1.0,1.0,1.0,1.0,True,identity,1.0,1.0,1.0,1.0,1.0,True,identity,1.0,1.0,1.0,1.0,1.0,True,cycle_2_2,1.0,0.9999999999999999,1.0,1.0,1.0,True,"[1, 3, 0, 2]","[1, 0, 3, 2]","[0, 2, 1, 3]",cycle_2_1_1,2,True,10.0,1.0,1.0,D4_or_order8,8,False,False,True,"[[0, 2, 1, 3], [3, 1, 2, 0], [1, 0, 3, 2], [2, 3, 0, 1], [3, 2, 1, 0], [1, 3, 0, 2], [2, 0, 3, 1], [0, 1, 2, 3]]",4,2,2,2,1,permutive,0.0,38,81575
